covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
3,1.8732809208704675,6.509618946024105,1.3050441425090755,-0.6845585966822785,4.431120438423213,0.504312785789503,84.02550959737731,0.0,1.4354157532701546,0.1511686595743967,2.725769025191125
6,0.9763492200900963,2.654746633217067,0.7071632006116881,-0.4096651843008856,2.362363624481078,0.6638724878610497,10.616014092230994,0.0,1.3806561473300156,0.1673847107676374,2.578760339442795
8,0.2426147055427557,1.2745774418759548,0.2334251088226042,-0.2148901008368914,0.7001195119224027,0.8066300832774268,2.013993389309678,0.0,1.0393685013857499,0.29863338748007684,1.7435526258006275
4,0.2042807254843655,1.2266424549241532,2.1709023082771384,-4.0506096126936955,4.459171063662427,0.017411756975419173,86.41584616340133,0.0,0.09409945565283674,0.925030152790177,0.11242770161316525
7,0.15470289889078226,1.1673111001586312,0.07005695685994126,0.017393786578821124,0.2920120112027434,1.017545939375515,1.3391191019737287,0.0,2.2082446315797903,0.027227224704191713,5.198806255118082
1,0.06540250217458549,1.0675886446678848,0.07160215510834571,-0.07493514305322274,0.2057401474023937,0.9278036588897519,1.2284339507646238,0.0,0.91341527466067,0.3610241750748807,1.4698326480993384
5,0.014367401369501554,1.0144711085529132,0.099128102660894,-0.1799201097016398,0.20865491244064288,0.8353369440632832,1.2320197704683469,0.0,0.14493772183505627,0.8847600431601649,0.17664186170661778
0,-0.02791073656768861,0.9724751693984984,0.06842868578330977,-0.16202849621238377,0.10620702307700655,0.8504169705323389,1.112052073119672,0.0,-0.40788064607980873,0.6833613023421553,0.5492795423203393
2,-0.05396246149353805,0.9474676723555908,0.07731778805977786,-0.20550254145500368,0.09757761846792758,0.8142380252152208,1.1024970123713407,0.0,-0.6979307459212004,0.4852205053344075,1.0432875750984205
